room_number,qr,measured_temp,issue_heating,issue_motion,issue_temperature_sensor,issue_door,issue_window,issue_heating_switch,issue_kitchen_switch,issue_wifi,problem_description,solution,short_uuid,mac_address,timestamp,last_motion_time,last_motion_state,voltage_state,temp,broker_connection
808,1560E8,22.5,,Nie wykrywa ruchu ,,,,,,,,,"156-0E8
",02:42:AC:12:00:02,25-09-2023_16-26-07,25-09-2023 15:31:42,0,DETECT,24.0,NOT CONNECTED
815,7F36E4,22.1,,,,,,,,,,,"7F3-6E4
",02:42:AC:12:00:02,08-09-2023_18-51-27,08-09-2023 18:51:23,0,DETECT,25.5625,NOT CONNECTED
809,46C737,24.7,,,,,,,,,,,"46C-737
",02:42:AC:12:00:02,08-09-2023_18-52-37,08-09-2023 18:52:36,0,DETECT,26.8125,NOT CONNECTED
810,47FC20,24.4,,,,,,,,,,,"47F-C20
",02:42:AC:12:00:03,08-09-2023_18-55-15,08-09-2023 18:55:13,0,DETECT,25.625,NOT CONNECTED
814,43D7F8,22.2,,,,,,,"Gniazdko od kuchenki nie dzia³a, kuchenka wogole siê nie w³¹cza na tym gniazdku",,,,"43D-7F8
",02:42:AC:12:00:02,08-09-2023_18-55-52,08-09-2023 18:55:51,1,DETECT,26.125,NOT CONNECTED
202,A73036,23.2,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,"Kuchenka jest zawsze w³¹czona, s³uchaæ pstrykanie ",,,,"A73-036
",02:42:AC:12:00:03,09-09-2023_10-07-05,09-09-2023 08:46:36,0,DETECT,23.875,NOT CONNECTED
,,,,,,,,,,,UPDATE Kuchenka dzia³a poprawnie Ÿle ustawione bezpieczniki ,,"A73-036
",02:42:AC:12:00:03,09-09-2023_10-08-52,09-09-2023 08:46:36,0,DETECT,24.0,NOT CONNECTED
205,A7A9E6,20.2,,,,,,,,,,,"A7A-9E6
",02:42:AC:12:00:03,09-09-2023_10-15-00,09-09-2023 10:14:31,0,DETECT,25.1875,NOT CONNECTED
206,A48920,20.9,,,,,,,,,,,"A48-920
",02:42:AC:12:00:03,09-09-2023_10-17-36,09-09-2023 10:17:28,0,DETECT,24.8125,NOT CONNECTED
208,A64AD2,,,,,,,,,,Poprawka elektryczna w boxie,,"A64-AD2
",02:42:AC:12:00:02,09-09-2023_10-21-03,09-09-2023 10:21:02,1,DETECT,Sensor not detected,NOT CONNECTED
209,A7EFAE,,,,,,,,,,Poprawka elektryczna w boxie ,,"A7E-FAE
",02:42:AC:12:00:03,09-09-2023_10-21-11,09-09-2023 10:21:03,0,DETECT,25.5625,NOT CONNECTED
212,85C6BD,22.7,,,,,,,,,,,"85C-6BD
",02:42:AC:12:00:03,09-09-2023_10-23-50,09-09-2023 10:23:50,0,DETECT,24.0,NOT CONNECTED
212,85C,21.2,,,,,,,,,,,"85C-6BD
",02:42:AC:12:00:03,29-09-2023_12-12-16,29-09-2023 12:11:53,0,DETECT,23.1875,NOT CONNECTED
212,85C,21.2,,,,,,,,,,,"252-91E
",02:42:AC:12:00:02,29-09-2023_12-46-56,29-09-2023 12:46:54,0,DETECT,23.0625,NOT CONNECTED
211,A4DA79,21.1,,,,,,,,,,,"A4D-A79
",02:42:AC:12:00:03,09-09-2023_10-24-12,09-09-2023 10:24:06,0,DETECT,24.625,NOT CONNECTED
213,67DBB7,,,,,,,,,,Poprawka elektryczna w boxie ,,"67D-BB7
",02:42:AC:12:00:02,09-09-2023_10-25-21,09-09-2023 10:25:18,0,DETECT,23.6875,NOT CONNECTED
214,9D8D10,20.6,,,,,,,,,,,"9D8-D10
",02:42:AC:12:00:02,09-09-2023_10-26-18,09-09-2023 10:26:09,0,DETECT,24.125,NOT CONNECTED
216,684DBC,,,,,,,,,,"Skip, lokal wy³¹czony z odbioru",,"684-DBC
",02:42:AC:12:00:02,09-09-2023_10-29-02,09-09-2023 10:27:56,0,DETECT,24.6875,NOT CONNECTED
218,948F79,21.9,,,,,,,,,,,"948-F79
",02:42:AC:12:00:02,09-09-2023_10-31-39,07-09-2023 14:59:49,0,DETECT,24.8125,NOT CONNECTED
218,948F79,22.1,,,,,,,,,,,"948-F79
",02:42:AC:12:00:03,26-09-2023_09-58-56,25-09-2023 19:00:46,0,DETECT,22.625,NOT CONNECTED
,,,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,,,,,"948-F79
",02:42:AC:12:00:02,09-09-2023_10-32-23,07-09-2023 14:59:49,0,DETECT,24.875,NOT CONNECTED
217,9736F2,21.6,,,,,,,"Brak mo¿liwoœci sprawdzenia, pomimo pod³¹czenia do gniazdka nie w³¹cza siê, sprawdzane na dwóch gniazdkach, pstryka",,,,"973-6F2
",02:42:AC:12:00:02,09-09-2023_10-32-49,09-09-2023 10:32:47,0,DETECT,24.625,NOT CONNECTED
219,977AAF,22.2,,,,,,,,,,,"977-AAF
",02:42:AC:12:00:02,09-09-2023_10-33-50,09-09-2023 10:33:40,0,DETECT,25.0,NOT CONNECTED
220,956416,22.5,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"956-416
",02:42:AC:12:00:02,09-09-2023_10-36-19,07-09-2023 14:59:32,1,DETECT,24.6875,NOT CONNECTED
221,99E63A,21.6,,,,,,,,,,,"99E-63A
",02:42:AC:12:00:03,09-09-2023_10-38-04,09-09-2023 10:37:59,0,DETECT,25.5625,NOT CONNECTED
222,975975,24.5,,,,,,,,,,,"975-975
",02:42:AC:12:00:02,09-09-2023_10-45-23,09-09-2023 10:45:21,0,DETECT,24.25,NOT CONNECTED
260,8BBE38,20.5,,,,,,,,,,,"8BB-E38
",02:42:AC:12:00:03,09-09-2023_10-47-06,09-09-2023 10:47:05,0,DETECT,23.9375,NOT CONNECTED
223,6B2204,22.0,,,,,Nie dzia³a,,,,,,"6B2-204
",02:42:AC:12:00:02,09-09-2023_10-48-10,09-09-2023 10:48:08,0,DETECT,24.0,NOT CONNECTED
259,A389E3,21,,,,,,,,,,,"A38-9E3
",02:42:AC:12:00:02,09-09-2023_10-49-18,09-09-2023 10:49:16,0,DETECT,22.25,NOT CONNECTED
224,B6CDBC,20.9,,,,,,,,,,,"B6C-DBC
",02:42:AC:12:00:03,09-09-2023_10-50-56,09-09-2023 10:50:55,0,DETECT,23.0625,NOT CONNECTED
258,9AAF2F,21,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"9AA-F2F
",02:42:AC:12:00:03,09-09-2023_10-52-23,09-09-2023 10:52:22,1,DETECT,24.0625,NOT CONNECTED
225,B24B21,20.9,,,,,Nie dzia³a,,,,,,"B24-B21
",02:42:AC:12:00:03,09-09-2023_10-54-33,09-09-2023 10:54:24,0,DETECT,23.0625,NOT CONNECTED
256,B9B5E4,21.6,,,,,,,,,,,"B9B-5E4
",02:42:AC:12:00:02,09-09-2023_10-55-47,09-09-2023 10:55:40,0,DETECT,26.1875,NOT CONNECTED
255,C5A66D,21.3,,,,,,,,,,,"C5A-66D
",02:42:AC:12:00:02,09-09-2023_10-57-28,09-09-2023 10:57:26,0,DETECT,25.25,NOT CONNECTED
227,B2C058,20.8,,,,,,,,,,,"B2C-058
",02:42:AC:12:00:03,09-09-2023_10-59-15,09-09-2023 10:58:36,0,DETECT,24.375,NOT CONNECTED
254,BA8483,21.9,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,,,,,"BA8-483
",02:42:AC:12:00:02,09-09-2023_11-00-18,07-09-2023 14:59:49,0,DETECT,25.3125,NOT CONNECTED
228,AF8CFD,21.0,,,,,Nie dzia³a,,,,,,"AF8-CFD
",02:42:AC:12:00:02,09-09-2023_11-02-07,09-09-2023 11:01:56,0,DETECT,24.5625,NOT CONNECTED
253,C51567,21.7,,,,,,,,,,,"C51-567
",02:42:AC:12:00:02,09-09-2023_11-02-57,09-09-2023 11:02:54,0,DETECT,24.5,NOT CONNECTED
229,BF6793,21.6,,,,,,,,,,,"BF6-793
",02:42:AC:12:00:02,09-09-2023_11-04-42,09-09-2023 11:04:42,1,DETECT,24.75,NOT CONNECTED
252,C586BA,21.6,,,,,,,,,,,"C58-6BA
",02:42:AC:12:00:03,09-09-2023_11-04-47,09-09-2023 11:04:45,0,DETECT,25.4375,NOT CONNECTED
251,A4246E,21.4,,,,,,,,,,,"A42-46E
",02:42:AC:12:00:03,09-09-2023_11-07-00,09-09-2023 11:06:58,0,DETECT,23.6875,NOT CONNECTED
231,B31734,21.7,,,,,,,,,,,"B31-734
",02:42:AC:12:00:02,09-09-2023_11-08-00,09-09-2023 11:07:48,0,DETECT,24.9375,NOT CONNECTED
250,BF3006,21.9,,,,,,,,,,,"BF3-006
",02:42:AC:12:00:03,09-09-2023_11-08-48,09-09-2023 11:08:46,0,DETECT,25.3125,NOT CONNECTED
232,BF3ED0,21.7,,,,,,,,,,,"BF3-ED0
",02:42:AC:12:00:03,09-09-2023_11-10-16,09-09-2023 11:10:16,1,DETECT,24.875,NOT CONNECTED
247,B88646,21.9,,,,,,,,,,,"B88-646
",02:42:AC:12:00:03,09-09-2023_11-12-41,09-09-2023 11:12:35,0,DETECT,25.0,NOT CONNECTED
233,B29CE4,21.1,,,,,,,,,,,"B29-CE4
",02:42:AC:12:00:02,09-09-2023_11-12-46,09-09-2023 11:12:44,0,DETECT,24.875,NOT CONNECTED
234,B20A39,21.1,,,,,,,,,,,"B20-A39
",02:42:AC:12:00:03,09-09-2023_11-14-15,09-09-2023 11:14:14,0,DETECT,24.5,NOT CONNECTED
246,BE09BC,22,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"BE0-9BC
",02:42:AC:12:00:03,09-09-2023_11-14-50,09-09-2023 11:14:49,0,DETECT,25.0625,NOT CONNECTED
235,BF79B6,20.3,,,,,,,,,,,"BF7-9B6
",02:42:AC:12:00:02,09-09-2023_11-16-52,09-09-2023 11:16:51,0,DETECT,22.9375,NOT CONNECTED
236,B1E183,20.2,,,,,,,,,,,"B1E-183
",02:42:AC:12:00:02,09-09-2023_11-18-45,09-09-2023 11:18:42,0,DETECT,22.75,NOT CONNECTED
244,C4C9AC,22.7,,,,,,,,,,,"C4C-9AC
",02:42:AC:12:00:02,09-09-2023_11-18-50,09-09-2023 11:18:50,1,DETECT,24.0,NOT CONNECTED
243,BC1F53,22.5,,,,,,,,,,,"BC1-F53
",02:42:AC:12:00:02,09-09-2023_11-20-46,09-09-2023 11:20:41,0,DETECT,25.4375,NOT CONNECTED
242,BC276A,21.7,,,,,,,,,,,"BC2-76A
",02:42:AC:12:00:02,09-09-2023_11-22-29,09-09-2023 11:22:27,0,DETECT,23.125,NOT CONNECTED
241,B9FE29,20.3,,,,,,,,,,,"B9F-E29
",02:42:AC:12:00:03,09-09-2023_11-25-09,09-09-2023 11:25:06,0,DETECT,22.6875,NOT CONNECTED
239,BE6748,,,,,,,,,,Poprawka elektryczna w boxie,,"BE6-748
",02:42:AC:12:00:02,09-09-2023_11-25-15,09-09-2023 11:24:54,0,DETECT,22.5,NOT CONNECTED
240,BB2704,20.7,,,,,,,,,,,"BB2-704
",02:42:AC:12:00:03,09-09-2023_11-28-10,09-09-2023 11:28:07,0,DETECT,23.3125,NOT CONNECTED
261,83C6BF,19.5,,,,,,,"Nie mo¿na sprawdziæ funkcjonalnoœci, Ÿle podpiêta, brak dostêpu do gniazda",,,,"83C-6BF
",02:42:AC:12:00:03,09-09-2023_11-39-33,09-09-2023 11:39:28,0,DETECT,23.75,NOT CONNECTED
275,79FBFC,21.7,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"79F-BFC
",02:42:AC:12:00:03,09-09-2023_11-41-44,09-09-2023 11:41:44,0,DETECT,24.5625,NOT CONNECTED
263,7F58D0,19.6,,,,,,,,,,,"7F5-8D0
",02:42:AC:12:00:02,09-09-2023_11-44-06,09-09-2023 11:44:03,0,DETECT,22.75,NOT CONNECTED
274,91231C,21,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,,,,,"912-31C
",02:42:AC:12:00:03,09-09-2023_11-44-30,09-09-2023 09:59:04,0,DETECT,23.6875,NOT CONNECTED
273,26ECDF,20.8,,,,,,,,,,,"26E-CDF
",02:42:AC:12:00:02,09-09-2023_11-46-18,09-09-2023 11:46:11,0,DETECT,23.4375,NOT CONNECTED
273,26E,20.0,,,,,,,,,,,"26E-CDF
",02:42:AC:12:00:02,28-09-2023_23-30-01,28-09-2023 23:29:37,0,DETECT,22.0625,NOT CONNECTED
273,26E,20.0,,,,,,,,,,,"3A5-82D
",02:42:AC:12:00:02,29-09-2023_00-23-48,29-09-2023 00:23:47,1,DETECT,22.4375,NOT CONNECTED
272,2616DB,20.3,,,,,,,,,,,"261-6DB
",02:42:AC:12:00:03,09-09-2023_11-48-09,09-09-2023 11:48:00,0,DETECT,23.25,NOT CONNECTED
265,98A4B7,19.8,,Nie wykrywa ruchu,,,,,,,,,"98A-4B7
",02:42:AC:12:00:02,09-09-2023_11-49-08,07-09-2023 14:59:30,1,DETECT,24.75,NOT CONNECTED
271,1FA112,20.4,,,,,,,,,,,"1FA-112
",02:42:AC:12:00:02,09-09-2023_11-49-41,09-09-2023 11:49:39,0,DETECT,23.8125,NOT CONNECTED
270,258FCC,20.5,,,,,,,,,,,"258-FCC
",02:42:AC:12:00:03,09-09-2023_11-52-48,09-09-2023 11:52:45,0,DETECT,23.875,NOT CONNECTED
267,1B88EA,20.8,,,,,,,,,,,"1B8-8EA
",02:42:AC:12:00:02,09-09-2023_11-52-59,09-09-2023 11:52:55,0,DETECT,24.25,NOT CONNECTED
269,17D15F,20.5,,,,,,,,,,,"17D-15F
",02:42:AC:12:00:03,09-09-2023_11-54-47,09-09-2023 11:54:42,0,DETECT,23.625,NOT CONNECTED
401,91AC33,,,,,,,,,,"Skip, voltage state not detected",,"91A-C32
",02:42:AC:12:00:02,09-09-2023_12-35-39,09-09-2023 12:35:34,0,NOT DETECT,24.9375,NOT CONNECTED
401d,486FC7,,,Nie dzia³a poprawnie przez umiejscowienie ,,,,,,,,,"486-FC7
",02:42:AC:12:00:02,09-09-2023_12-35-44,07-09-2023 15:05:25,0,DETECT,26.125,NOT CONNECTED
401d,,24.7,,,,,,,,,UPDATE 401d*,,"486-FC7
",02:42:AC:12:00:02,09-09-2023_12-39-22,07-09-2023 15:05:25,0,DETECT,26.125,NOT CONNECTED
401d,486fc7,26,,Zewnêtrzna czujka ruchu przetestowana ,,,,,,,,,"486-FC7
",02:42:AC:12:00:02,29-09-2023_19-01-34,29-09-2023 18:59:07,1,DETECT,25.875,NOT CONNECTED
401a,B93ACB,23.2,,,,,,,,,,,"B93-ACB
",02:42:AC:12:00:03,09-09-2023_12-38-34,09-09-2023 12:38:33,1,DETECT,26.875,NOT CONNECTED
401b,0A907A,24.9,,,,,,,,,,,"0A9-07A
",02:42:AC:12:00:03,09-09-2023_12-41-45,09-09-2023 12:41:45,1,DETECT,27.0625,NOT CONNECTED
406,OA323E,24.6,,,,,,,,,,,"0A3-23E
",02:42:AC:12:00:02,09-09-2023_12-47-18,09-09-2023 12:47:08,0,DETECT,25.9375,NOT CONNECTED
410,6E42FD,25,,,,,,,,,,,"6E4-2FD
",02:42:AC:12:00:03,09-09-2023_12-51-37,09-09-2023 12:51:37,0,DETECT,25.75,NOT CONNECTED
409,0A323E,24.1,,,,,,,,,,,"0A3-23E
",02:42:AC:12:00:03,09-09-2023_12-52-12,09-09-2023 12:52:10,0,DETECT,25.9375,NOT CONNECTED
411,6F0DC7,23.4,,,,,,"Nie ma napiêcia na przewodzie, nie pstryka",,,,,"6F0-DC7
",02:42:AC:12:00:03,09-09-2023_12-55-38,09-09-2023 12:55:38,1,DETECT,25.1875,NOT CONNECTED
412,0410E9,23,,,,,,,Kuchenka nie w³¹cza siê nie s³ychaæ pstrykania ,,,,"041-0E9
",02:42:AC:12:00:02,09-09-2023_12-56-06,09-09-2023 12:55:42,0,DETECT,24.0,NOT CONNECTED
413,05A1D1,22.3,,,,,,,,,,,"05A-1D1
",02:42:AC:12:00:02,09-09-2023_12-58-53,09-09-2023 12:58:46,0,DETECT,24.875,NOT CONNECTED
414,8D3963,23,,,,,,,,,,,"8D3-963
",02:42:AC:12:00:02,09-09-2023_12-59-05,09-09-2023 12:59:05,0,DETECT,25.75,NOT CONNECTED
415,01AB3B,22.2,,,,,,,,,,,"01A-B3B
",02:42:AC:12:00:03,09-09-2023_13-01-49,09-09-2023 13:01:48,0,DETECT,26.4375,NOT CONNECTED
416,0B41DA,24.1,,,,,,,,,,,"0B4-1DA
",02:42:AC:12:00:02,09-09-2023_13-03-31,09-09-2023 13:03:30,1,DETECT,25.1875,NOT CONNECTED
417,187FC6,22.4,,,,,,,,,,,"187-FC6
",02:42:AC:12:00:02,09-09-2023_13-04-00,09-09-2023 13:03:50,1,DETECT,25.5625,NOT CONNECTED
418,945475,22.5,,,,,,,,,,,"945-475
",02:42:AC:12:00:03,09-09-2023_13-07-00,09-09-2023 13:07:00,1,DETECT,26.0625,NOT CONNECTED
420,92673F,24.1,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,,,,,"926-73F
",02:42:AC:12:00:03,09-09-2023_13-08-03,09-09-2023 04:39:16,0,DETECT,24.1875,NOT CONNECTED
422,938B35,23.0,,,,,,,,,,,"938-B35
",02:42:AC:12:00:03,09-09-2023_13-12-15,09-09-2023 13:12:11,0,DETECT,26.6875,NOT CONNECTED
423 ,8A40DC,22.7,,Nie dzia³a poprawnie nie wykrywa ruchu ,,,,,,,,,"8A4-0DC
",02:42:AC:12:00:02,09-09-2023_13-12-22,07-09-2023 15:05:29,0,DETECT,25.9375,NOT CONNECTED
425,936577,22.3,,,,,,,,,,,"936-577
",02:42:AC:12:00:02,09-09-2023_13-14-29,09-09-2023 13:14:28,0,DETECT,23.875,NOT CONNECTED
425,936577,25.7,,,,,,,,,,,"936-577
",02:42:AC:12:00:02,25-09-2023_14-57-27,25-09-2023 14:57:14,0,DETECT,26.25,NOT CONNECTED
426,AFF620,22.0,,,,,,,,,,,"AFF-620
",02:42:AC:12:00:02,09-09-2023_13-16-09,09-09-2023 13:16:03,0,DETECT,25.125,NOT CONNECTED
427,9D0204,22.5,,,,,,,,,,,"9D0-204
",02:42:AC:12:00:03,09-09-2023_13-16-33,09-09-2023 13:16:24,0,DETECT,25.125,NOT CONNECTED
430,9BC54E,22.7,,,,,,,,,Cover stare: open,,"9BC-54E
",02:42:AC:12:00:03,09-09-2023_13-22-45,09-09-2023 13:22:43,0,DETECT,26.0,NOT CONNECTED
431,889FF3,22.3,,,,,,,,,,,"889-FF3
",02:42:AC:12:00:03,09-09-2023_13-36-15,09-09-2023 13:36:10,0,DETECT,26.125,NOT CONNECTED
433,44E367,21.1,,,,,,,,,,,"44E-367
",02:42:AC:12:00:02,09-09-2023_13-40-52,09-09-2023 13:40:48,0,DETECT,25.0625,NOT CONNECTED
434,4817EB,21.5,,,,,,,,,,,"481-7EB
",02:42:AC:12:00:02,09-09-2023_13-45-39,09-09-2023 13:45:38,0,DETECT,25.125,NOT CONNECTED
435,020F96,20.7,,,,,,,,,,,"020-F96
",02:42:AC:12:00:03,09-09-2023_13-47-59,09-09-2023 13:47:55,0,DETECT,25.125,NOT CONNECTED
436,489E6C,20.5,,,,,,,,,,,"489-E6C
",02:42:AC:12:00:03,09-09-2023_13-49-57,09-09-2023 13:49:55,0,DETECT,23.4375,NOT CONNECTED
437,BA130D,20.5,,,,,,,,,,,"BA1-30D
",02:42:AC:12:00:03,09-09-2023_13-51-49,09-09-2023 13:51:38,0,DETECT,24.6875,NOT CONNECTED
438,8D68CA,20.6,,,,,,,,,,,"8D6-8CA
",02:42:AC:12:00:03,09-09-2023_13-54-04,09-09-2023 13:53:56,0,DETECT,23.3125,NOT CONNECTED
441,9D3A93,,,,,,,,,,Skip otwarty Box i bezpieczniki w dó³ ,,"9D3-A93
",02:42:AC:12:00:03,09-09-2023_14-11-14,09-09-2023 14:09:56,0,NOT DETECT,22.9375,NOT CONNECTED
439,A2D42A,22.1,,,,,,,,,,,"A2D-42A
",02:42:AC:12:00:03,09-09-2023_14-20-34,09-09-2023 14:20:32,0,DETECT,24.375,NOT CONNECTED
440,BE6DBE,18.3,,,,,"Tylko jedno okno da siê sprawdziæ - dzia³a, drugie jest za wysoko",,,,,,"8E6-DBE
",02:42:AC:12:00:02,09-09-2023_14-25-46,09-09-2023 14:25:45,0,DETECT,24.4375,NOT CONNECTED
443,2B5D64,22,,,,,Nie dzia³a ca³y czas pokazuje Close ,,Nie mo¿na sprawdziæ nie ma gniazdka do którego mo¿na wpi¹c kuchenkê ,,,,"2B5-D64
",02:42:AC:12:00:02,09-09-2023_14-28-25,09-09-2023 14:28:24,0,DETECT,24.5625,NOT CONNECTED
444,1DE2FE,21.3,,,,,"Na górnym oknie nie da siê sprawdziæ, za wysoko",,"Nie mo¿na sprawdziæ, nie ma gniazdka, ¿eby podpi¹æ ",,,,"1DE-2FE
",02:42:AC:12:00:02,09-09-2023_14-32-52,09-09-2023 14:32:45,0,DETECT,24.75,NOT CONNECTED
445,8E2603,21.8,,,,,,,,,,,"8E2-603
",02:42:AC:12:00:02,09-09-2023_14-36-26,09-09-2023 14:36:26,1,DETECT,23.875,NOT CONNECTED
446,7FE5A1,20.1,,Nie wykrywa ruchu,,,,,,,,,"7FE-5A1
",02:42:AC:12:00:02,09-09-2023_14-37-12,07-09-2023 15:05:08,1,DETECT,25.5625,NOT CONNECTED
447,34E0E8,22.8,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"34E-0E8
",02:42:AC:12:00:03,09-09-2023_14-38-42,09-09-2023 14:38:34,0,DETECT,25.125,NOT CONNECTED
449,8D4965,22.3,,,,,,,,,,,"8D4-965
",02:42:AC:12:00:03,09-09-2023_14-40-55,09-09-2023 14:40:50,0,DETECT,26.25,NOT CONNECTED
450,68A183,21.3,,,,,,,,,,,"68A-183
",02:42:AC:12:00:02,09-09-2023_14-43-04,09-09-2023 14:42:58,0,DETECT,24.375,NOT CONNECTED
451,A3F7E1,,,,,,,,,,"Skip, nie dzia³a bezpiecznik, nie da siê ustawiæ na 1",,"A3F-7E1
",02:42:AC:12:00:03,09-09-2023_14-49-16,08-09-2023 10:56:29,1,DETECT,25.0625,NOT CONNECTED
451,A3F7E1,21.4,,Nie wykrywa ruchu,,,"Nie dzia³a, close ca³y czas ","Nie ma napiêcia na przewodzie, nie pstryka",,,,,"A3F-7E1
",02:42:AC:12:00:03,09-09-2023_14-58-11,08-09-2023 10:56:29,1,DETECT,25.0,NOT CONNECTED
453,14E6EE,20.7,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"14E-6EE
",02:42:AC:12:00:03,09-09-2023_15-02-06,09-09-2023 15:01:48,0,DETECT,23.9375,NOT CONNECTED
454,8A77FA,20.5,,,,,,,,,,,"8A7-7FA
",02:42:AC:12:00:03,09-09-2023_15-06-27,09-09-2023 15:06:05,0,DETECT,24.4375,NOT CONNECTED
455,13658F,20.4,,,,,,,,,,,"136-58F
",02:42:AC:12:00:02,09-09-2023_15-08-27,09-09-2023 15:08:25,0,DETECT,24.125,NOT CONNECTED
468,065483,22.1,,,,,,,,,,,"065-483
",02:42:AC:12:00:03,09-09-2023_15-10-56,09-09-2023 15:10:52,0,DETECT,25.5,NOT CONNECTED
456,34F837,19.8,,,,,,,,,,,"3F4-837
",02:42:AC:12:00:03,09-09-2023_15-11-03,09-09-2023 15:11:02,0,DETECT,23.625,NOT CONNECTED
467,39DA11,21.8,,,,,,,,,,,"39D-A11
",02:42:AC:12:00:03,09-09-2023_15-12-20,09-09-2023 15:12:15,0,DETECT,23.125,NOT CONNECTED
466,2000ED,21.6,,,,,,,,,,,"200-0ED
",02:42:AC:12:00:02,09-09-2023_15-13-50,09-09-2023 15:13:49,0,DETECT,24.4375,NOT CONNECTED
458,3A5905,20.4,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"3A5-905
",02:42:AC:12:00:03,09-09-2023_15-14-49,09-09-2023 15:14:35,0,DETECT,23.9375,NOT CONNECTED
458,487,20.5,,,,,,,,,,,"487-B22
",02:42:AC:12:00:03,29-09-2023_00-36-05,29-09-2023 00:35:47,0,DETECT,23.4375,NOT CONNECTED
458,487,20.5,,,,,,,,,,,"028-E79
",02:42:AC:12:00:02,29-09-2023_00-51-24,29-09-2023 00:51:24,1,DETECT,22.6875,NOT CONNECTED
465,41314E,21.9,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"413-14E
",02:42:AC:12:00:02,09-09-2023_15-15-57,09-09-2023 15:15:56,1,DETECT,24.625,NOT CONNECTED
459,3A9EAD,21.6,,,,,,,,,,,"3A9-EAD
",02:42:AC:12:00:03,09-09-2023_15-17-35,09-09-2023 15:17:33,0,DETECT,23.3125,NOT CONNECTED
459,3A9-EAD,21.4,,,,,,,,,,Wymienione rpi+poe,"3A9-EAD
",02:42:AC:12:00:02,29-09-2023_00-56-37,29-09-2023 00:56:24,0,DETECT,22.6875,NOT CONNECTED
461,085796,22.1,,,,,,,,,,,"085-796
",02:42:AC:12:00:02,09-09-2023_15-21-28,09-09-2023 15:21:27,0,DETECT,24.8125,NOT CONNECTED
464,21AFAA,21.4,,,,,,,,,,,"21A-FAA
",02:42:AC:12:00:03,09-09-2023_15-23-46,09-09-2023 15:23:44,0,DETECT,24.3125,NOT CONNECTED
462,07E96B,21.2,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"07E-96B
",02:42:AC:12:00:03,09-09-2023_15-23-59,09-09-2023 15:23:47,0,DETECT,25.0,NOT CONNECTED
601,349DE5,24,,,,,,,Nie da siê sprawdziæ przez brak mo¿liwoœci wpiêcia wtyczki ,,,,"349-DE5
",02:42:AC:12:00:02,09-09-2023_18-14-51,09-09-2023 18:14:51,1,DETECT,25.5625,NOT CONNECTED
602,2FFFBF,24.5,,,,,,,,,,,"2FF-FBF
",02:42:AC:12:00:02,09-09-2023_18-15-46,09-09-2023 18:15:42,0,DETECT,25.875,NOT CONNECTED
601a,34F50A,24.9,,,,,,,,,,,"34F-50A
",02:42:AC:12:00:02,09-09-2023_18-16-33,09-09-2023 18:16:29,0,DETECT,26.0625,NOT CONNECTED
601c,31343A,24.8,,,,,,,,,,,"313-43A
",02:42:AC:12:00:03,09-09-2023_18-19-34,09-09-2023 18:19:25,0,DETECT,26.25,NOT CONNECTED
603,3507C7,24.4,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"350-7C7
",02:42:AC:12:00:02,09-09-2023_18-19-43,09-09-2023 18:19:08,0,DETECT,26.9375,NOT CONNECTED
604,248D00,24.8,,,,,,,,,,,"248-D00
",02:42:AC:12:00:02,09-09-2023_18-22-52,09-09-2023 18:22:45,0,DETECT,27.375,NOT CONNECTED
607,32A882,24.7,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"32A-882
",02:42:AC:12:00:02,09-09-2023_18-26-48,09-09-2023 18:26:46,1,DETECT,26.6875,NOT CONNECTED
609,31FB9F,24.5,,,,,,,,,,,"31F-B9F
",02:42:AC:12:00:02,09-09-2023_18-31-54,09-09-2023 18:31:53,0,DETECT,26.1875,NOT CONNECTED
612,23E3C1,23.5,,,,,,,,,,,"23E-3C1
",02:42:AC:12:00:03,09-09-2023_18-34-49,09-09-2023 18:34:48,0,DETECT,25.875,NOT CONNECTED
610,89A98E,22.9,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"89A-98E
",02:42:AC:12:00:02,09-09-2023_18-34-54,09-09-2023 18:34:44,0,DETECT,25.875,NOT CONNECTED
610,89A-98E,23.0,,,,,,,,,,Wymienione rpi+poe,"89A-98E
",02:42:AC:12:00:02,26-09-2023_22-21-29,26-09-2023 22:21:23,0,DETECT,23.4375,NOT CONNECTED
