room_number,qr,measured_temp,issue_heating,issue_motion,issue_temperature_sensor,issue_door,issue_window,issue_heating_switch,issue_kitchen_switch,issue_wifi,problem_description,solution,short_uuid,mac_address,timestamp,last_motion_time,last_motion_state,voltage_state,temp,broker_connection
152,7F59A0,,,,,,,,,,Poprawka elektryczna w boxie ,,"7F5-9A0
",02:42:AC:12:00:03,07-09-2023_18-54-43,07-09-2023 18:54:36,0,DETECT,Sensor not detected,NOT CONNECTED
153,04441E,,,,,,,,,,Poprawka elektryczna w boxie ,,"044-41E
",02:42:AC:12:00:02,07-09-2023_18-57-23,07-09-2023 18:57:22,0,DETECT,24.9375,NOT CONNECTED
154,2B5BFB,,,,,,,,,,Poprawka elektryczna w boxie ,,"2B5-BFB
",02:42:AC:12:00:03,07-09-2023_18-59-56,07-09-2023 18:59:54,0,DETECT,25.6875,NOT CONNECTED
155,04C4BA,,,,,,,,,,Poprawka elektryczna w boxie ,,"04C-4BA
",02:42:AC:12:00:03,07-09-2023_19-01-50,07-09-2023 19:01:45,0,DETECT,24.8125,NOT CONNECTED
158,802CAE,,,,,,,,,,Poprawka elektryczna w boxie ,,"802-CAE
",02:42:AC:12:00:03,07-09-2023_19-10-00,07-09-2023 19:09:54,0,DETECT,24.5625,NOT CONNECTED
160,32051F,21.7,,,,,,,,,,,"320-51F
",02:42:AC:12:00:03,07-09-2023_19-15-22,07-09-2023 19:15:04,0,DETECT,23.875,NOT CONNECTED
322,3FEB44,,,,,,,,,,Skip kontaktron ,,"3FE-B44
",02:42:AC:12:00:02,08-09-2023_10-38-23,07-09-2023 15:06:35,1,DETECT,Sensor not detected,NOT CONNECTED
323,C3D7D7,22.4,,,,,,,,,,,"C3D-7D7
",02:42:AC:12:00:03,08-09-2023_10-43-02,08-09-2023 10:43:01,0,DETECT,23.9375,NOT CONNECTED
323,C3D-7D7,21.9,,,,,,,,,,Wymienione rpi+poe,"C3D-7D7
",02:42:AC:12:00:02,28-09-2023_16-15-37,28-09-2023 16:15:29,0,DETECT,23.3125,NOT CONNECTED
323,C3D-7D7,21.9,,,,,,,,,,Wymienione rpi+poe,"A33-79E
",02:42:AC:12:00:03,28-09-2023_16-48-54,28-09-2023 16:38:21,1,DETECT,Sensor not detected,NOT CONNECTED
323,C3D-7D7,21.9,,,,,,,,,,Wymienione rpi+poe,"A33-79E
",02:42:AC:12:00:03,28-09-2023_16-49-00,28-09-2023 16:38:21,1,DETECT,Sensor not detected,NOT CONNECTED
,,,,,Naprawiono,,,,,,,"Naprawiono czujê temp, ruchu dzia³a œrednio ","A33-79E
",02:42:AC:12:00:02,28-09-2023_22-49-32,28-09-2023 22:48:06,1,DETECT,22.8125,NOT CONNECTED
324,3C6FD2,20.9,,,,,,,,,,,"3C6-FD2
",02:42:AC:12:00:03,08-09-2023_10-48-35,08-09-2023 10:48:35,0,DETECT,23.25,NOT CONNECTED
325,A70463,20.1,,,,,,,,,,,"A70-463
",02:42:AC:12:00:03,08-09-2023_10-51-48,08-09-2023 10:51:43,0,DETECT,22.5,NOT CONNECTED
325,a70463,22.4,,,,,,,,,,,"A70-463
",02:42:AC:12:00:02,28-09-2023_16-22-42,28-09-2023 16:22:34,0,DETECT,22.875,NOT CONNECTED
326,8C53D9,20.9,,,,,,,,,,,"8C5-3D9
",02:42:AC:12:00:02,08-09-2023_10-56-51,08-09-2023 10:56:50,0,DETECT,24.8125,NOT CONNECTED
327,A9AA67,22.0,,,,,,,,,,,"A9A-A67
",02:42:AC:12:00:03,08-09-2023_11-00-43,08-09-2023 11:00:36,0,DETECT,25.1875,NOT CONNECTED
328,16137F,22.8,,,,,,,,,,,"161-37F
",02:42:AC:12:00:02,08-09-2023_11-46-11,08-09-2023 11:45:59,0,DETECT,25.4375,NOT CONNECTED
329,8D79E7,24.4,,Nie wykrywa ruchu,,"Jest, nie dzia³a",,,,,,,"8D7-9E7
",02:42:AC:12:00:03,08-09-2023_11-53-47,08-09-2023 06:38:09,0,DETECT,25.3125,NOT CONNECTED
330,A1BE15,23.0,,,,,Nie dzia³a,,,,,,"A1B-E15
",02:42:AC:12:00:02,08-09-2023_11-58-36,08-09-2023 11:56:40,0,DETECT,25.5,NOT CONNECTED
331,A74FB7,22.2,,,,,,,,,,,"A74-FB7
",02:42:AC:12:00:02,08-09-2023_12-04-21,07-09-2023 15:04:47,1,DETECT,25.0625,NOT CONNECTED
,,,,Nie wykrywa ruchu,,,,,,,,,"A74-FB7
",02:42:AC:12:00:02,08-09-2023_12-06-08,07-09-2023 15:04:47,1,DETECT,25.1875,NOT CONNECTED
332,17091D,21.5,,Nie wykrywa ruchu,,,,,,,,,"170-91D
",02:42:AC:12:00:02,08-09-2023_12-08-22,07-09-2023 15:04:47,0,DETECT,24.1875,NOT CONNECTED
333,8FB629,21.0,,,,,,,,,,,"8FB-629
",02:42:AC:12:00:02,08-09-2023_12-10-40,08-09-2023 12:10:38,0,DETECT,23.8125,NOT CONNECTED
334,79D023,21.5,,,,,,,,,,,"79D-023
",02:42:AC:12:00:03,08-09-2023_12-12-58,08-09-2023 12:12:43,1,DETECT,24.5,NOT CONNECTED
335,95250A,20.4,,,Sensor not detected ,,,,,,,,"952-50A
",02:42:AC:12:00:02,08-09-2023_12-15-32,08-09-2023 12:15:30,0,DETECT,Sensor not detected,NOT CONNECTED
336,94E417,19.7,,,,,,,,,,,"94E-417
",02:42:AC:12:00:03,08-09-2023_12-24-37,08-09-2023 12:24:23,0,DETECT,23.25,NOT CONNECTED
336,94E417,23,,,,,,,,,,,"94E-417
",02:42:AC:12:00:02,25-09-2023_14-29-20,25-09-2023 14:29:13,0,DETECT,22.6875,NOT CONNECTED
337,418B28,20.1,,,,,,,,,,,"418-B28
",02:42:AC:12:00:03,08-09-2023_12-29-41,08-09-2023 12:29:29,0,DETECT,23.375,NOT CONNECTED
337,418B28,20.1,,,,,,,,,,,"418-B28
",02:42:AC:12:00:03,26-09-2023_13-23-30,26-09-2023 13:23:30,0,DETECT,22.5,NOT CONNECTED
339,A2B02A,19.2,,,,,,,,,,,"A2B-02A
",02:42:AC:12:00:02,08-09-2023_12-35-18,08-09-2023 12:35:18,0,DETECT,23.25,NOT CONNECTED
340,929239,18.8,,,,,,,,,,,"929-239
",02:42:AC:12:00:03,08-09-2023_12-37-22,08-09-2023 12:37:14,0,DETECT,23.0,NOT CONNECTED
342,8B563C,22.9,,,,,,,,,,,"8B5-63C
",02:42:AC:12:00:02,08-09-2023_12-42-03,08-09-2023 12:42:03,0,DETECT,24.3125,NOT CONNECTED
344,8FD9C6,21.4,,,,,,,,,,,"8FD-9C6
",02:42:AC:12:00:03,08-09-2023_12-47-50,08-09-2023 12:47:47,0,DETECT,24.8125,NOT CONNECTED
345,8F34BB,21.4,,,,,,,,,,,"8F3-4BB
",02:42:AC:12:00:02,08-09-2023_12-49-48,08-09-2023 12:49:34,0,DETECT,25.125,NOT CONNECTED
346,8F51A0,23.0,,,,,,,"Nie da siê sprawdziæ, brak wtyczki",,,,"8F5-1A0
",02:42:AC:12:00:02,08-09-2023_12-52-51,08-09-2023 12:52:51,1,DETECT,25.6875,NOT CONNECTED
347,97E8A7,22.5,,Nie wykrywa ruchu,,,,,,,,,"97E-8A7
",02:42:AC:12:00:02,08-09-2023_12-55-19,07-09-2023 15:02:44,0,DETECT,25.4375,NOT CONNECTED
347,97E8A7,22.3,,,,,,,,,,,"97E-8A7
",02:42:AC:12:00:03,26-09-2023_13-36-49,25-09-2023 19:01:08,0,DETECT,24.5,NOT CONNECTED
348,92064B,21.6,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"920-64B
",02:42:AC:12:00:03,08-09-2023_12-58-15,08-09-2023 12:58:15,0,DETECT,25.375,NOT CONNECTED
349,91F538,21.5,,,,,,,,,,,"91F-538
",02:42:AC:12:00:03,08-09-2023_13-01-39,08-09-2023 13:01:38,0,DETECT,25.3125,NOT CONNECTED
350,932491,21.1,,,,,"Nie dzia³a, close ca³y czas ",,,,,,"932-491
",02:42:AC:12:00:02,08-09-2023_13-05-00,08-09-2023 13:05:00,0,DETECT,25.25,NOT CONNECTED
351,910C73,20.8,,,,,,,,,,,"910-C73
",02:42:AC:12:00:03,08-09-2023_13-07-12,08-09-2023 13:07:09,0,DETECT,24.6875,NOT CONNECTED
352,90D47C,21.7,,,Sensor not detected ,,,,,,,,"90D-47C
",02:42:AC:12:00:02,08-09-2023_13-10-04,08-09-2023 13:10:03,0,DETECT,Sensor not detected,NOT CONNECTED
353,81A4AA,22.3,,,,,,,,,,,"81A-4AA
",02:42:AC:12:00:02,08-09-2023_13-12-03,08-09-2023 13:12:00,0,DETECT,25.4375,NOT CONNECTED
354,8B7A27,23.4,,,,,,,,,,,"8B7-A27
",02:42:AC:12:00:02,08-09-2023_13-15-01,08-09-2023 13:14:59,0,DETECT,25.8125,NOT CONNECTED
355,92027D,23.2,,,,,,,,,,,"920-27D
",02:42:AC:12:00:03,08-09-2023_13-17-00,08-09-2023 13:16:57,0,DETECT,25.25,NOT CONNECTED
356,909594,23.4,,,,,,,,,,,"909-594
",02:42:AC:12:00:02,08-09-2023_13-18-53,08-09-2023 13:18:48,0,DETECT,26.5625,NOT CONNECTED
359,8F7485,21.5,,,,,,,,,,,"8F7-485
",02:42:AC:12:00:03,08-09-2023_13-24-35,08-09-2023 13:24:32,0,DETECT,24.3125,NOT CONNECTED
360,A2E181,21.1,,Nie wykrywa ruchu,,,,,,,,,"A2E-181
",02:42:AC:12:00:03,08-09-2023_13-27-48,07-09-2023 15:02:44,0,DETECT,24.8125,NOT CONNECTED
501,310C99,21.5,,,,,,,Nie jest pod³¹czona nie da siê sprawdziæ ,,,,"310-C99
",02:42:AC:12:00:02,08-09-2023_15-07-20,08-09-2023 15:07:19,0,DETECT,25.0625,NOT CONNECTED
502,67B6B0,25.7,,,,,,,,,,,"67B-6B0
",02:42:AC:12:00:02,08-09-2023_15-08-59,08-09-2023 15:08:43,0,DETECT,26.8125,NOT CONNECTED
501b,28D8CF,,,,,,,,,,skip kontaktron ,,"28D-8CF
",02:42:AC:12:00:03,08-09-2023_15-12-21,08-09-2023 15:12:12,0,DETECT,27.125,NOT CONNECTED
503,047622,25.5,,,,,,,,,,,"047-622
",02:42:AC:12:00:03,08-09-2023_15-12-33,08-09-2023 15:12:31,0,DETECT,24.5,NOT CONNECTED
501c,061CD9,24.4,,,,,,,,,,,"061-CD9
",02:42:AC:12:00:02,08-09-2023_15-15-30,08-09-2023 15:15:16,0,DETECT,26.625,NOT CONNECTED
501c,03B365,25.1,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"03B-365
",02:42:AC:12:00:03,09-09-2023_12-37-26,09-09-2023 12:37:09,0,DETECT,26.8125,NOT CONNECTED
,,,,,,,,,,,UPDATE 401c*,,"03B-365
",02:42:AC:12:00:03,09-09-2023_12-38-42,09-09-2023 12:38:31,0,DETECT,26.8125,NOT CONNECTED
504,06B112,25.3,,,,,,,,,,,"06B-112
",02:42:AC:12:00:03,08-09-2023_15-16-32,08-09-2023 15:16:14,0,DETECT,24.375,NOT CONNECTED
501d,6F2903,23.8,,,,,,,,,Szafa ,,"6F2-903
",02:42:AC:12:00:02,08-09-2023_15-18-55,08-09-2023 15:17:20,0,DETECT,25.5625,NOT CONNECTED
501d,6f2903,26,,Czujka ruchu zewnetrzna,,,,,,,,,"6F2-903
",02:42:AC:12:00:02,29-09-2023_19-21-24,29-09-2023 19:18:14,0,DETECT,25.9375,NOT CONNECTED
505,295F97,24.7,,,,,,,,,,,"295-F97
",02:42:AC:12:00:03,08-09-2023_15-20-27,08-09-2023 15:20:21,0,DETECT,26.25,NOT CONNECTED
507,0531C8,24.9,,,,,,,,,,,"053-1C8
",02:42:AC:12:00:02,08-09-2023_15-23-15,08-09-2023 15:23:09,0,DETECT,25.875,NOT CONNECTED
506,04B1FC,23.7,,,,,,,,,,,"04B-1FC
",02:42:AC:12:00:03,08-09-2023_15-23-22,08-09-2023 15:23:22,1,DETECT,26.375,NOT CONNECTED
510,05F500,,,,,,,,,,Skip kontaktron ,,"05F-500
",02:42:AC:12:00:03,08-09-2023_15-29-09,08-09-2023 15:29:07,0,DETECT,27.5625,NOT CONNECTED
510,05F500,21,,,,,,,,,,,"05F-500
",02:42:AC:12:00:02,25-09-2023_17-41-09,25-09-2023 17:41:08,1,DETECT,23.5625,NOT CONNECTED
512,2D2432,23.6,,,,,,,,,,,"2D2-432
",02:42:AC:12:00:02,08-09-2023_15-29-39,08-09-2023 15:29:31,0,DETECT,25.3125,NOT CONNECTED
511,283F07,22.3,,,,,,,,,,,"283-F07
",02:42:AC:12:00:03,08-09-2023_15-30-50,08-09-2023 15:30:48,0,DETECT,23.4375,NOT CONNECTED
513,28FA39,23.5,,,,,,,,,,,"28F-A39
",02:42:AC:12:00:03,08-09-2023_15-32-08,08-09-2023 15:32:08,1,DETECT,25.75,NOT CONNECTED
514,27EE80,23.2,,,,,,,,,,,"27E-E80
",02:42:AC:12:00:03,08-09-2023_15-34-30,08-09-2023 15:34:14,0,DETECT,25.5625,NOT CONNECTED
516,2851F4,,,,,,,,,,Skip kontaktron ,,"285-1F4
",02:42:AC:12:00:03,08-09-2023_15-37-51,08-09-2023 15:37:50,0,DETECT,27.8125,NOT CONNECTED
515,2CF22D,,,,,,,,,,"Elektryka nie dzia³a, nie ma napiêcia na boxie gdy G4 jest na dole ",,"2CF-22D
",02:42:AC:12:00:03,08-09-2023_15-40-24,08-09-2023 15:40:22,0,DETECT,27.375,NOT CONNECTED
517,2EC612,24.8,,,,,,,,,,,"2EC-612
",02:42:AC:12:00:03,08-09-2023_15-43-11,08-09-2023 15:43:10,1,DETECT,26.9375,NOT CONNECTED
518,2F2174,23.6,,,,,,,,,,,"2F2-174
",02:42:AC:12:00:03,08-09-2023_15-43-39,08-09-2023 15:43:38,0,DETECT,26.75,NOT CONNECTED
521,6E5ABA,,,,,,,,,,Kontraktron skip,,"6E5-ABA
",02:42:AC:12:00:02,08-09-2023_15-47-20,08-09-2023 15:47:20,1,DETECT,26.5625,NOT CONNECTED
522,2EF171,,,,,,,,,,Kontaktron skip ,,"2E7-171
",02:42:AC:12:00:02,08-09-2023_15-47-54,08-09-2023 15:47:45,0,DETECT,25.4375,NOT CONNECTED
526,2A38B5,22.3,,,,,,,,,,,"2A3-8B5
",02:42:AC:12:00:02,08-09-2023_15-52-04,08-09-2023 15:51:59,0,DETECT,25.6875,NOT CONNECTED
525,2A85BC,22.9,,,,"Jest, nie dzia³a",,,,,,,"2A8-5B3
",02:42:AC:12:00:02,08-09-2023_15-52-18,08-09-2023 15:52:08,0,DETECT,24.9375,NOT CONNECTED
527,8D4D91,,,,,,,,,,Skip ca³ego lokalu bo bezpieczniki ,,"8D4-D91
",02:42:AC:12:00:03,08-09-2023_15-54-57,08-09-2023 15:54:57,1,NOT DETECT,Sensor not detected,NOT CONNECTED
529,2B835B,22.4,,,,,,,,,,,"2B8-35B
",02:42:AC:12:00:03,08-09-2023_16-02-08,08-09-2023 16:02:01,0,DETECT,25.375,NOT CONNECTED
528,2B540F,21.7,,,,,,,,,,,"2B5-40F
",02:42:AC:12:00:03,08-09-2023_16-02-21,08-09-2023 16:02:19,1,DETECT,24.75,NOT CONNECTED
528,2B540F,20,,,,,,,,,,,"2B5-40F
",02:42:AC:12:00:02,25-09-2023_18-46-57,25-09-2023 18:46:57,0,DETECT,23.4375,NOT CONNECTED
531 ,352688,21.4,,,,,,Nie da siê sprawdziæ kuchenka nie w³¹cza siê ,,,,,"352-688
",02:42:AC:12:00:03,08-09-2023_16-06-12,08-09-2023 16:06:12,1,DETECT,24.9375,NOT CONNECTED
532 ,087DC8,,,,,,,,,,Skip kontaktron ,,"087-DC8
",02:42:AC:12:00:02,08-09-2023_16-11-04,08-09-2023 16:11:03,1,DETECT,25.0,NOT CONNECTED
530,6E7F7C,22.0,,,Sensor not detected ,,,,"Nie mo¿na sprawdziæ funkcjonalnoœci, Ÿle podpiêta, brak dostêpu do gniazda",,,,"6E7-F7C
",02:42:AC:12:00:02,08-09-2023_16-11-23,08-09-2023 16:10:34,0,DETECT,Sensor not detected,NOT CONNECTED
534,0A9B58,21.4,,,,,,,,,,,"0A9-B58
",02:42:AC:12:00:03,08-09-2023_16-17-18,08-09-2023 16:17:15,0,DETECT,25.125,NOT CONNECTED
533,02BE63,21.8,,,,,,,"Nie da siê sprawdziæ, kuchenka nie jest pod³¹czona do pr¹du, za krótki przewod",,,,"02B-E63
",02:42:AC:12:00:02,08-09-2023_16-19-36,08-09-2023 16:18:50,0,DETECT,24.9375,NOT CONNECTED
536,0A568B,21.2,,,,,,,,,,,"0A5-68B
",02:42:AC:12:00:02,08-09-2023_16-24-10,08-09-2023 16:24:09,0,DETECT,25.3125,NOT CONNECTED
535,2F6615,22.7,,,Sensor not detected ,,,,,,,,"2F6-615
",02:42:AC:12:00:03,08-09-2023_16-24-21,08-09-2023 16:24:10,0,DETECT,Sensor not detected,NOT CONNECTED
538,00E6B7,21.7,,,,,,,,,,,"00E-6B7
",02:42:AC:12:00:02,08-09-2023_16-26-52,08-09-2023 16:26:47,0,DETECT,25.25,NOT CONNECTED
539,2CBF87,21.1,,,,,,,,,,,"2CB-F87
",02:42:AC:12:00:02,08-09-2023_16-27-33,08-09-2023 16:27:32,1,DETECT,25.4375,NOT CONNECTED
541,2F1FAC,20.7,,,,,,,,,,,"2F1-FAC
",02:42:AC:12:00:03,08-09-2023_16-29-27,08-09-2023 16:29:26,1,DETECT,23.625,NOT CONNECTED
540,286C2D,22.3,,,,,,,,,Cover stare: open,,"286-C2D
",02:42:AC:12:00:03,08-09-2023_16-30-10,08-09-2023 16:29:54,0,DETECT,24.75,NOT CONNECTED
543,00CF18,20.8,,,,,,,,,,,"00C-F18
",02:42:AC:12:00:03,08-09-2023_16-32-49,08-09-2023 16:32:46,0,DETECT,25.25,NOT CONNECTED
544,350C1A,22.2,,,,"Dzia³a poprawnie, ale jest odklejony",,,"Zmiana stanu nie dzia³a, s³ychaæ pykanie ",,,,"350-C1A
",02:42:AC:12:00:02,08-09-2023_16-37-57,08-09-2023 16:37:57,1,DETECT,23.875,NOT CONNECTED
544,350C1A,20.1,,,,"Oderwany od framugi, ale dzia³a poprawnie ",,,,,,,"350-C1A
",02:42:AC:12:00:02,25-09-2023_17-37-02,25-09-2023 17:37:01,1,DETECT,22.1875,NOT CONNECTED
702,7997BD,37.0,,,,,"Nie ma jak sprawdziæ, okna nie mo¿na zamkn¹æ",,,,,,"799-7BD
",02:42:AC:12:00:02,08-09-2023_17-00-22,08-09-2023 16:59:56,0,DETECT,38.375,NOT CONNECTED
704,2FF055,28.9,,,,,Nie dzia³a,,,,,,"2FF-055
",02:42:AC:12:00:02,08-09-2023_17-03-29,08-09-2023 17:03:13,0,DETECT,29.4375,NOT CONNECTED
701a,89F750,29,,,,,,,,,,,"89F-750
",02:42:AC:12:00:02,08-09-2023_17-07-35,08-09-2023 17:07:35,0,DETECT,29.8125,NOT CONNECTED
705,00DBF5,25.9,,,,,,,,,,,"00D-BF5
",02:42:AC:12:00:03,08-09-2023_17-08-08,08-09-2023 17:08:08,0,DETECT,27.375,NOT CONNECTED
701c,6D3207,26.6,,,,,,,,,,,"6D3-207
",02:42:AC:12:00:03,08-09-2023_17-10-20,08-09-2023 17:10:19,1,DETECT,28.0,NOT CONNECTED
701d,13A6C8,24.3,,,,,,,,,,,"13A-6C8
",02:42:AC:12:00:02,08-09-2023_17-12-03,08-09-2023 17:11:54,0,DETECT,27.375,NOT CONNECTED
703,78E11E,,,,,,,,,,Skip zagradzony ca³y pokój ,,"78E-11E
",02:42:AC:12:00:02,08-09-2023_17-15-50,08-09-2023 17:15:25,0,DETECT,35.0625,NOT CONNECTED
716,7C618F,,,,,,,,,,Skip kontaktron ,,"7C6-18F
",02:42:AC:12:00:03,08-09-2023_17-17-45,08-09-2023 17:17:41,0,DETECT,27.0625,NOT CONNECTED
716,423928,24.3,,,,,,,,,,,"423-928
",02:42:AC:12:00:03,08-09-2023_17-39-38,08-09-2023 17:39:36,0,DETECT,26.75,NOT CONNECTED
710,42706B,,,,,,,,,,skip zastawiony pokój ,,"427-06B
",02:42:AC:12:00:03,08-09-2023_17-19-47,08-09-2023 17:19:47,1,DETECT,29.75,NOT CONNECTED
712,7ADB52,25.3,,,,,,,,,,,"7AD-B52
",02:42:AC:12:00:02,08-09-2023_17-22-59,08-09-2023 17:22:47,0,DETECT,27.375,NOT CONNECTED
715,4399DE,24.5,,Nie wykrywa ruchu,,,,,,,,,"439-9DE
",02:42:AC:12:00:02,08-09-2023_17-29-45,07-09-2023 15:11:15,1,DETECT,26.0,NOT CONNECTED
714,7ACAC8,25.1,,,,,"By³y w excelu, ale dzia³aj¹ ",,,,,,"7AC-AC8
",02:42:AC:12:00:02,08-09-2023_17-34-29,08-09-2023 17:33:45,0,DETECT,28.5625,NOT CONNECTED
713,4219D7,,,,,,Kontraktron skip ,,,,,,"421-9D7
",02:42:AC:12:00:03,08-09-2023_17-39-33,08-09-2023 17:39:31,0,DETECT,28.75,NOT CONNECTED
713,4219D7,24.5,,,,,,,,,,,"421-9D7
",02:42:AC:12:00:02,25-09-2023_16-07-10,25-09-2023 16:07:01,0,DETECT,25.9375,NOT CONNECTED
717,7B759C,24.3,,,,,,,,,,,"7B7-59C
",02:42:AC:12:00:03,08-09-2023_17-41-31,08-09-2023 17:41:28,0,DETECT,27.375,NOT CONNECTED
718,840B8D,23.9,,,Sensor not detected ,,,,,,,,"840-B8D
",02:42:AC:12:00:02,08-09-2023_17-43-56,08-09-2023 17:43:31,0,DETECT,Sensor not detected,NOT CONNECTED
719,24732B,23.5,,,,,,,,,,,"247-32B
",02:42:AC:12:00:02,08-09-2023_17-45-19,08-09-2023 17:45:17,0,DETECT,26.625,NOT CONNECTED
720,3B4FAA,,,,,,,,,,"Skip, bezpieczniki",,"3B4-FAA
",02:42:AC:12:00:02,08-09-2023_17-49-27,08-09-2023 16:31:37,0,NOT DETECT,26.5,NOT CONNECTED
720,3B4FAA,21.8,,,Nie widzi czujki temperatury ,,,,,,,,"3B4-FAA
",02:42:AC:12:00:02,26-09-2023_10-24-17,26-09-2023 10:24:14,0,DETECT,Sensor not detected,NOT CONNECTED
721,83B7FA,22.5,,,,,,,"Pod³¹czona do tego z³ego gniazdka, nie ma dojœcia ¿eby zmieniæ, pstryka",,,,"83B-7FA
",02:42:AC:12:00:02,08-09-2023_17-56-22,08-09-2023 17:55:03,0,DETECT,25.6875,NOT CONNECTED
735,7862FC,23,,,,,,,,,,,"786-2FC
",02:42:AC:12:00:03,08-09-2023_17-57-51,08-09-2023 17:57:38,0,DETECT,25.6875,NOT CONNECTED
734,79AE7A,22,,Nie wykrywa ruchu ,,,,"Nie dzia³a poprawnie nie s³ychaæ pstrykania, ci¹gle nie ma napiêcia ",,,,,"79A-E7A
",02:42:AC:12:00:02,08-09-2023_18-01-11,07-09-2023 15:11:58,0,DETECT,26.125,NOT CONNECTED
723,7B8D79,22.7,,,,,,,,,,,"7B8-D79
",02:42:AC:12:00:03,08-09-2023_18-01-15,08-09-2023 18:01:10,0,DETECT,25.0625,NOT CONNECTED
724,7DCA42,22.1,,,,,,,,,,,"7DC-A42
",02:42:AC:12:00:03,08-09-2023_18-03-17,08-09-2023 18:03:08,0,DETECT,24.5625,NOT CONNECTED
743,7907BF,21,,,,,,,,,,,"790-7BF
",02:42:AC:12:00:02,08-09-2023_18-05-11,08-09-2023 18:05:10,1,DETECT,24.875,NOT CONNECTED
733*,7907BF,21,,,,,,,,,,,"790-7BF
",02:42:AC:12:00:02,08-09-2023_18-05-56,08-09-2023 18:05:34,0,DETECT,25.0625,NOT CONNECTED
726,7A8106,22.4,,,,,,,,,,,"7A8-106
",02:42:AC:12:00:02,08-09-2023_18-07-19,08-09-2023 18:07:12,0,DETECT,25.4375,NOT CONNECTED
732,77791E,21.7,,,,,,,,,,,"777-91E
",02:42:AC:12:00:02,08-09-2023_18-07-28,08-09-2023 18:07:26,0,DETECT,25.625,NOT CONNECTED
731,7E71AB,21.8,,,,,,,,,,,"7E7-1AB
",02:42:AC:12:00:02,08-09-2023_18-09-09,08-09-2023 18:08:57,0,DETECT,24.9375,NOT CONNECTED
731,7E71AB,21.9,,,,,,,,,,,"7E7-1AB
",02:42:AC:12:00:02,25-09-2023_16-18-34,25-09-2023 16:18:20,0,DETECT,24.25,NOT CONNECTED
727,7D6182,22.4,,,,,,,,,,,"7D6-182
",02:42:AC:12:00:03,08-09-2023_18-09-37,08-09-2023 18:09:33,0,DETECT,25.625,NOT CONNECTED
730,7A502A,21.3,,,,,,,,,,,"7A5-02A
",02:42:AC:12:00:02,08-09-2023_18-11-04,08-09-2023 18:11:00,0,DETECT,25.3125,NOT CONNECTED
729,8479D8,22.3,,,,,,,,,,,"847-9D8
",02:42:AC:12:00:03,08-09-2023_18-15-59,08-09-2023 18:15:58,0,DETECT,25.9375,NOT CONNECTED
802,821CC9,26.5,,,,,,,,,,,"821-CC9
",02:42:AC:12:00:03,08-09-2023_18-27-30,08-09-2023 18:27:30,0,DETECT,27.875,NOT CONNECTED
803,81A745,26.2,,,,,,,,,,,"81A-745
",02:42:AC:12:00:02,08-09-2023_18-33-21,08-09-2023 18:33:14,0,DETECT,27.75,NOT CONNECTED
820,4589C4,22,,,,Nie dzia³a poprawnie ca³y czas widnieje Close ,,,,,,,"458-9C4
",02:42:AC:12:00:03,08-09-2023_18-34-51,08-09-2023 18:34:44,0,DETECT,24.9375,NOT CONNECTED
820,4589C4,22.8,,,,,,,,,,,"458-9C4
",02:42:AC:12:00:02,27-09-2023_17-24-22,27-09-2023 17:24:21,1,DETECT,23.75,NOT CONNECTED
804,3FA933,25.4,,Nie wykrywa ruchu,,,,,,,,,"3FA-933
",02:42:AC:12:00:03,08-09-2023_18-37-09,07-09-2023 15:10:25,1,DETECT,27.5,NOT CONNECTED
819,81349B,22.2,,,,,,,,,,,"813-49B
",02:42:AC:12:00:03,08-09-2023_18-37-35,08-09-2023 18:37:22,0,DETECT,25.25,NOT CONNECTED
818,459652,22,,,,,,,,,,,"459-652
",02:42:AC:12:00:03,08-09-2023_18-39-30,08-09-2023 18:39:29,0,DETECT,24.6875,NOT CONNECTED
805,8176D0,24.8,,,,,,,,,,,"817-6D0
",02:42:AC:12:00:02,08-09-2023_18-40-38,08-09-2023 18:40:36,0,DETECT,27.375,NOT CONNECTED
801,80ACF0,23.2,,,,,Nie dzia³a ca³y czas pokazuje Close ,,,,,,"80A-CF0
",02:42:AC:12:00:03,08-09-2023_18-41-59,08-09-2023 18:41:50,0,DETECT,26.5,NOT CONNECTED
806,48ACC4,24.6,,,,,,,,,,,"48A-CC4
",02:42:AC:12:00:02,08-09-2023_18-43-13,08-09-2023 18:43:06,0,DETECT,27.0,NOT CONNECTED
801a,7717CF,25.3,,,,,,,,,,,"771-7CF
",02:42:AC:12:00:03,08-09-2023_18-43-20,07-09-2023 22:15:54,0,DETECT,28.375,NOT CONNECTED
801c,7F9960,24.8,,,,,,,,,,,"7F9-960
",02:42:AC:12:00:03,08-09-2023_18-45-58,08-09-2023 18:45:57,1,DETECT,27.25,NOT CONNECTED
801d,80B31E,22.7,,,,,,,,,,,"80B-31E
",02:42:AC:12:00:02,08-09-2023_18-47-24,08-09-2023 18:47:23,0,DETECT,26.5,NOT CONNECTED
808,1560E8,25.2,,,,,"By³y w excelu, ale dzia³aj¹ ",,"Kuchenka w ogóle siê nie w³¹cza a jest podpiêta do pr¹du, sprawdzana na dwóch gniazdkach, pstryka",,,,"156-0E8
",02:42:AC:12:00:03,08-09-2023_18-49-39,08-09-2023 18:48:19,0,DETECT,27.0,NOT CONNECTED
